,Application Year,Lens ID,Inventor
3524,2020,145-318-119-750-334,Jiang Yang
3525,2020,145-318-119-750-334,Xiao Huijie
3526,2023,029-022-605-615-762,El-Deiry Wafik
3527,2023,029-022-605-615-762,Huntington Kelsey
3528,2020,130-522-914-614-837,Yoo Byong Chul
3529,2020,130-522-914-614-837,Lee Young Ju
3530,2020,130-522-914-614-837,Woo Sang Myung
3531,2020,130-522-914-614-837,Park Jae Gwang
3532,2020,130-522-914-614-837,Choi Beom Kyu
3533,2020,130-522-914-614-837,Kim Kyung Hee
3534,2021,038-854-118-654-738,Bakács Tibor
3535,2019,155-004-829-555-956,Andrieu-Abadie Nathalie
3536,2019,155-004-829-555-956,Imbert Caroline
3537,2019,155-004-829-555-956,Segui Bruno
3538,2019,155-004-829-555-956,Lamant-Rochaix Laurence
3539,2019,155-004-829-555-956,Meyer Nicolas
3540,2019,155-004-829-555-956,Levade Thierry
3541,2019,155-004-829-555-956,Colacios Viatgé Céline
3542,2014,024-267-476-313-090,Lee Francis Y
3543,2014,024-267-476-313-090,Jure-Kunkel Maria
3544,2021,174-484-525-995-527,Sun Yanjun
3545,2021,174-484-525-995-527,Yang Meng
3546,2021,174-484-525-995-527,Zhang Yanli
3547,2021,174-484-525-995-527,Hao Zhiyou
3548,2021,174-484-525-995-527,Cao Yangang
3549,2021,174-484-525-995-527,Chen Hui
3550,2021,174-484-525-995-527,Wang Xiaolan
3551,2021,174-484-525-995-527,Zeng Mengnan
3552,2020,034-321-618-502-557,Andrieu-Abadie Nathalie
3553,2020,034-321-618-502-557,Segui Bruno
3554,2020,034-321-618-502-557,Ghenassia Alexandre
3555,2020,034-321-618-502-557,Levade Thierry
3556,2021,030-565-304-900-080,Chen Yingying
3557,2021,030-565-304-900-080,Yao Chengcheng
3558,2021,030-565-304-900-080,Ji Ping
3559,2021,030-565-304-900-080,Wang Yin
3560,2021,030-565-304-900-080,Sun Ruiming
3561,2015,005-840-162-236-336,Hong Shengyan
3562,2015,005-840-162-236-336,Aiman Shalabi
3563,2015,005-840-162-236-336,Keith Steele
3564,2015,005-840-162-236-336,Marlon Rebelatto
3565,2015,005-840-162-236-336,Andy Blake-Haskins
3566,2015,005-840-162-236-336,Ibrahim Ramy
3567,2015,005-840-162-236-336,Li Shi
3568,2015,005-840-162-236-336,Paul Robbins
3569,2015,005-840-162-236-336,Ross Stewart
3570,2015,005-840-162-236-336,Alessandra Di Pietro
3571,2015,005-840-162-236-336,Joyson Karakunnel
3572,2015,005-840-162-236-336,Paul Stockman
3573,2015,005-840-162-236-336,Ballas Marc
3574,2015,005-840-162-236-336,Dar Mohammed
3575,2015,005-840-162-236-336,Narwal Rajesh
3576,2022,129-995-185-030-851,Liu Niu
3577,2022,129-995-185-030-851,Wu Jiaying
3578,2022,129-995-185-030-851,Li Qunxing
3579,2022,129-995-185-030-851,Fan Song
3580,2022,129-995-185-030-851,Cai Tingting
3581,2018,144-833-882-921-504,Ying William
3582,2018,144-833-882-921-504,Chakravarthi Sudhir
3583,2018,144-833-882-921-504,Burton Lori S
3584,2018,144-833-882-921-504,Smith Pedro
3585,2018,144-833-882-921-504,Lonberg Nils
3586,2022,035-766-426-360-847,Cai Juan
3587,2022,035-766-426-360-847,Zuo Xueliang
3588,2009,146-427-508-627-136,Jure-Kunkel Maria
3589,2020,020-783-787-296-887,Zitvogel Laurence
3590,2021,184-105-906-261-914,Gao Lifen
3591,2021,184-105-906-261-914,Li Chunyang
3592,2021,184-105-906-261-914,Ma Chunhong
3593,2021,184-105-906-261-914,Peng Jiali
3594,2021,184-105-906-261-914,Liang Xiaohong
3595,2021,184-105-906-261-914,Chen Chaojia
3596,2021,184-105-906-261-914,Ma Shuaiya
3597,2020,131-502-556-026-637,Yoo Byong Chul
3598,2020,131-502-556-026-637,Lee Young Ju
3599,2020,131-502-556-026-637,Woo Sang Myung
3600,2020,131-502-556-026-637,Park Jae Gwang
3601,2020,131-502-556-026-637,Choi Beom Kyu
3602,2020,131-502-556-026-637,Kim Kyung Hee
3603,2015,191-016-216-896-102,Yamanishi Kyosuke
3604,2015,191-016-216-896-102,Okamura Haruki
3605,2015,191-016-216-896-102,Li Wen
3606,2016,010-705-678-251-915,Chada Sunil
3607,2016,010-705-678-251-915,Sobol Robert E
3608,2016,010-705-678-251-915,Menander Kerstin B
3609,2017,065-218-025-907-603,Ragan Paula Marie
3610,2017,065-218-025-907-603,Arbeit Robert D
3611,2018,030-536-642-774-387,Nishikawa Hiroyoshi
3612,2018,030-536-642-774-387,Miyata Ryohei
3613,2018,030-536-642-774-387,Shinya Sayoko
3614,2018,030-536-642-774-387,Yoshida Takao
3615,2019,119-186-863-188-832,Oukessou Abderrahim
3616,2019,119-186-863-188-832,Mandola Michael V
3617,2019,119-186-863-188-832,Botwood Nicholas Allan John
3618,2019,119-186-863-188-832,Lane Stephen R
3619,2019,119-186-863-188-832,Covello Kelly L
3620,2019,119-186-863-188-832,Mehl Sebastian
3621,2020,103-458-830-381-439,Skokos Dimitris
3622,2020,103-458-830-381-439,Haber Lauric
3623,2020,103-458-830-381-439,Yancopoulos George
3624,2020,103-458-830-381-439,Lin Chia-Yang
3625,2020,103-458-830-381-439,Murphy Andrew
3626,2021,066-019-047-186-493,Wang Yan
3627,2021,066-019-047-186-493,Jonathan A. Pachter
3628,2021,066-019-047-186-493,David T Weaver
3629,2021,066-019-047-186-493,Jennifer E Ring
3630,2022,007-577-309-298-88X,Kovarik Joseph E
3631,2023,046-449-180-471-589,Friberg Gregory
3632,2023,046-449-180-471-589,Rybkin Igor
3633,2023,046-449-180-471-589,Soman Neelesh
3634,2023,046-449-180-471-589,Ngarmachamnanrith Gataree
3635,2023,046-449-180-471-589,Henary Haby
3636,2023,046-449-180-471-589,Mehta Bhakti
3637,2023,181-109-199-672-624,Yuan Ting
3638,2023,181-109-199-672-624,Wu Yucui
3639,2023,181-109-199-672-624,Chen Degao
3640,2023,181-109-199-672-624,Bian Yangping
3641,2023,181-109-199-672-624,Lyu Hao
3642,2023,181-109-199-672-624,Jia Qingzhu
3643,2023,181-109-199-672-624,Zhu Bo
3644,2019,103-391-881-524-563,Song Lihua
3645,2019,103-391-881-524-563,Yang Wenjing
3646,2019,103-391-881-524-563,Fan Qinglin
3647,2019,103-391-881-524-563,Ye Hongtao
3648,2019,103-391-881-524-563,Bao Wenying
3649,2019,103-391-881-524-563,Xu Ting
3650,2019,103-391-881-524-563,Song Yu
3651,2019,103-391-881-524-563,Cui Zhiqiang
3652,2019,103-391-881-524-563,Wei Zhou
3653,2021,083-734-731-798-145,Ding Ning
3654,2021,083-734-731-798-145,Song Yuanlin
3655,2021,083-734-731-798-145,Hu Jie
3656,2021,083-734-731-798-145,Zhang Yong
3657,2021,083-734-731-798-145,Zhou Jiebai
3658,2021,083-734-731-798-145,Zhao Yancheng
3659,2021,083-734-731-798-145,Xu Xiaobo
3660,2020,164-157-263-118-178,Rignault-Bricard Rachel
3661,2020,164-157-263-118-178,Guillem Flavia
3662,2020,164-157-263-118-178,Hermine Olivier
3663,2020,164-157-263-118-178,Rossignol Julien
3664,2020,164-157-263-118-178,Renand Amédée
3665,2020,164-157-263-118-178,Lepelletier Yves
3666,2020,164-157-263-118-178,Dussiot Michael
3667,2020,164-157-263-118-178,Milpied Pierre
3668,2020,164-157-263-118-178,Belaid-Choucair Zakia
3669,2020,164-157-263-118-178,Fouquet Guillemette
3670,2020,164-157-263-118-178,Coman Tereza
3671,2020,164-157-263-118-178,Couronne Lucile
3672,2017,043-259-223-285-457,Arbeit Robert D
3673,2019,179-703-714-376-038,Welsh James
3674,2019,179-703-714-376-038,Cortez Maria
3675,2021,080-207-069-107-851,Hwang Juyoung
3676,2021,080-207-069-107-851,Jin Jun O
3677,2021,080-207-069-107-851,An Eun Gyoung
3678,2019,055-844-367-760-942,Berd David
3679,2022,027-596-720-660-059,Berd David
3680,2020,160-750-402-553-981,Barak Hila
3681,2020,160-750-402-553-981,Meng Raymond
3682,2020,160-750-402-553-981,Lau Janet
3683,2020,160-750-402-553-981,Hoang Tien
3684,2020,160-750-402-553-981,Cha Edward Namserk
3685,2020,160-750-402-553-981,Chan Hui Min Phyllis
3686,2020,160-750-402-553-981,Stevens Heather Blythe
3687,2020,160-750-402-553-981,Zhang Xiaosong
3688,2020,160-750-402-553-981,Mendus Diana
3689,2020,160-750-402-553-981,Wu Benjamin
3690,2016,035-608-250-271-491,Yao Yihong
3691,2016,035-608-250-271-491,Higgs Brandon W
3692,2016,035-608-250-271-491,Streicher Katie
3693,2016,035-608-250-271-491,Brohawn Philip Z
3694,2016,035-608-250-271-491,Huang Jiaqi
3695,2016,035-608-250-271-491,Liu Zheng
3696,2016,035-608-250-271-491,Zhu Wei
3697,2017,012-595-353-056-896,Markovic Svetomir N
3698,2017,012-595-353-056-896,Nevala Wendy K
3699,2015,100-074-816-917-418,Hayakawa Taeko
3700,2015,100-074-816-917-418,Imaizumi Atsushi
3701,2015,100-074-816-917-418,Yaguchi Tomonori
3702,2015,100-074-816-917-418,Kawakami Yutaka
3703,2019,085-183-204-249-309,Kranz Lena
3704,2019,085-183-204-249-309,Diken Mustafa
3705,2019,085-183-204-249-309,Kreiter Sebastian
3706,2019,085-183-204-249-309,Sahin Ugur
3707,2019,085-183-204-249-309,Tillmann Bodo
3708,2019,085-183-204-249-309,Vormehr Mathias
3709,2020,001-976-473-147-59X,Menander Kerstin
3710,2020,001-976-473-147-59X,Sobol Robert
3711,2020,001-976-473-147-59X,Wiederhold Dora
3712,2020,001-976-473-147-59X,Chada Sunil
3713,2021,110-514-040-668-299,Vanderslice Peter
3714,2021,110-514-040-668-299,Woodside Darren G
3715,2021,110-514-040-668-299,Marathi Upendra K
3716,2021,073-263-466-292-686,De Wijn Richard
3717,2018,028-717-177-985-402,Beardsley Robert A
3718,2018,028-717-177-985-402,Keene Jeffery L
3719,2018,028-717-177-985-402,Riley Dennis P
3720,2021,040-634-212-337-445,Cooke Vesselina
3721,2017,184-711-281-329-009,Chada Sunil
3722,2017,184-711-281-329-009,Wiederhold Dora
3723,2017,184-711-281-329-009,Sobol Robert E
3724,2017,184-711-281-329-009,Menander Kerstin B
3725,2019,019-331-652-130-780,Li Mengyao
3726,2019,019-331-652-130-780,Lala Mallika
3727,2019,019-331-652-130-780,Jain Lokesh
3728,2015,197-260-267-212-754,Francois Cedric
3729,2016,155-935-332-483-016,Posch Christian
3730,2016,155-935-332-483-016,Kleffel Sonja
3731,2016,155-935-332-483-016,Schatton Tobias
3732,2020,183-058-496-883-239,Lu Yen-Ta
3733,2020,183-058-496-883-239,Liu Jen-Wei
3734,2020,183-058-496-883-239,Chang Chia-Ming
3735,2020,183-058-496-883-239,Shih Tzenge-Lien
3736,2020,183-058-496-883-239,Wei Tsai-Yin
3737,2022,196-567-752-315-386,Weinhold Nils
3738,2022,196-567-752-315-386,Valero Cristina
3739,2022,196-567-752-315-386,Morris Luc
3740,2022,196-567-752-315-386,Chowell Diego
3741,2022,196-567-752-315-386,Chan Timothy
3742,2022,196-567-752-315-386,Yoo Seong-Keun
3743,2020,157-721-379-907-524,Barak Hila
3744,2020,157-721-379-907-524,Lau Janet
3745,2020,157-721-379-907-524,Hoang Tien
3746,2020,157-721-379-907-524,Cha Edward Namserk
3747,2020,157-721-379-907-524,Chan Hui Min Phyllis
3748,2020,157-721-379-907-524,Stevens Heather Blythe
3749,2020,157-721-379-907-524,Meng Raymond D
3750,2020,157-721-379-907-524,Zhang Xiaosong
3751,2020,157-721-379-907-524,Mendus Diana
3752,2020,157-721-379-907-524,Wu Benjamin
3753,2019,009-323-925-974-530,Bonzon Christine
3754,2019,009-323-925-974-530,Bernett Matthew
3755,2019,009-323-925-974-530,Desjarlais John
3756,2019,009-323-925-974-530,Hedvat Michael
3757,2019,009-323-925-974-530,Nisthal Alex
3758,2019,009-323-925-974-530,Moore Gregory
3759,2020,072-243-877-553-890,Li Jing
3760,2020,072-243-877-553-890,Chen Yunying
3761,2017,085-753-012-966-209,Chang Chien-Hsing
3762,2017,085-753-012-966-209,David M Goldenberg
3763,2020,139-789-459-589-595,Greten Florian
3764,2020,139-789-459-589-595,Conche Claire
3765,2020,139-789-459-589-595,Finkelmeier Fabian
3766,2020,139-789-459-589-595,Nicolas Adele
3767,2019,187-635-507-400-793,Winqvist Ola
3768,2021,030-533-442-149-25X,Ichim Thomas Emanuel
3769,2021,030-533-442-149-25X,Schlotterbeck David L
3770,2021,030-533-442-149-25X,Jafri Amir
3771,2021,030-533-442-149-25X,Josephs Steven Francis
3772,2021,030-533-442-149-25X,Prince Stephen Michael
3773,2021,030-533-442-149-25X,Segal Robert
3774,2021,095-673-930-666-224,Kim Jihoon
3775,2021,095-673-930-666-224,Thomas Susan Napier
3776,2019,017-591-123-401-010,Joubert Dominique
3777,2018,105-259-847-065-564,Jackson Jeffrey
3778,2018,105-259-847-065-564,Cogswell John P
3779,2018,105-259-847-065-564,Darren Locke
3780,2018,105-259-847-065-564,Raphael Clynes
3781,2018,105-259-847-065-564,Christopher Harbison
3782,2018,105-259-847-065-564,Cyrus Hedvat
3783,2018,105-259-847-065-564,James Novotny
3784,2018,105-259-847-065-564,Lonberg Nils
3785,2018,105-259-847-065-564,Edwards Robin
3786,2021,129-275-252-548-015,Zhang Zhao
3787,2021,129-275-252-548-015,Liu Yang
3788,2021,129-275-252-548-015,Zhang Liwen
3789,2021,129-275-252-548-015,You Dong
3790,2021,108-367-641-222-891,Wang Qianqian
3791,2021,108-367-641-222-891,Guo Shuwei
3792,2021,108-367-641-222-891,Bo Shen
3793,2021,108-367-641-222-891,Huang Chao
3794,2021,108-367-641-222-891,Chen Bin
3795,2021,108-367-641-222-891,Zhu Wei
3796,2017,175-113-650-600-321,Ji Lin
3797,2017,175-113-650-600-321,Roth Jack A
3798,2019,015-604-123-576-774,Lee Mei-Hwa
3799,2019,015-604-123-576-774,Li Jin-An
3800,2019,015-604-123-576-774,Lin Hung-Yin
3801,2019,015-604-123-576-774,Chen Chun-Jen
3802,2017,197-978-266-543-247,Kupershmidt Lana
3803,2017,197-978-266-543-247,Reuveni Hadas
3804,2017,197-978-266-543-247,Haviv Izhak
3805,2022,147-345-916-288-53X,Elkin Rena
3806,2022,147-345-916-288-53X,Oh Jung Hun
3807,2022,147-345-916-288-53X,Tannenbaum Allen
3808,2022,147-345-916-288-53X,Norton Larry
3809,2022,147-345-916-288-53X,Deasy Joseph
3810,2015,149-043-667-541-889,Hong Shengyan
3811,2015,149-043-667-541-889,Aiman Shalabi
3812,2015,149-043-667-541-889,Keith Steele
3813,2015,149-043-667-541-889,Marlon Rebelatto
3814,2015,149-043-667-541-889,Andy Blake-Haskins
3815,2015,149-043-667-541-889,Ibrahim Ramy
3816,2015,149-043-667-541-889,Dar Mohammed M
3817,2015,149-043-667-541-889,Li Shi
3818,2015,149-043-667-541-889,Paul Robbins
3819,2015,149-043-667-541-889,Ross Stewart
3820,2015,149-043-667-541-889,Alessandra Di Pietro
3821,2015,149-043-667-541-889,Joyson Karakunnel
3822,2015,149-043-667-541-889,Paul Stockman
3823,2015,149-043-667-541-889,Ballas Marc
3824,2015,149-043-667-541-889,Narwal Rajesh
3825,2022,161-626-409-682-215,Mineo Marco
3826,2022,161-626-409-682-215,Chiocca Ennio Antonio
3827,2013,195-950-001-446-604,Ashok K. Gupta
3828,2013,195-950-001-446-604,Graziano Robert F
3829,2013,195-950-001-446-604,Kim Su Young
3830,2013,195-950-001-446-604,Wigginton Jon
3831,2019,033-819-648-321-687,Chen Huihui
3832,2019,033-819-648-321-687,Chen Guochun
3833,2018,044-194-881-596-013,Huang Lan
3834,2018,044-194-881-596-013,Mohanlal Ramon
3835,2018,044-194-881-596-013,Lloyd George
3836,2018,178-225-143-799-335,Jamie Singer
3837,2018,178-225-143-799-335,Craig J Eagle
3838,2018,178-225-143-799-335,Craig H Dees
3839,2018,178-225-143-799-335,Eric A Wachter
3840,2019,016-105-469-120-344,Chen Yuanwei
3841,2019,016-105-469-120-344,Wen Kun
3842,2019,016-105-469-120-344,Li Xinghai
3843,2019,016-105-469-120-344,Du Wu
3844,2019,016-105-469-120-344,Li Yu
3845,2021,073-483-736-193-667,Zhang Ming
3846,2021,073-483-736-193-667,Han Weidong
3847,2021,073-483-736-193-667,Wei Yamei
3848,2021,073-483-736-193-667,Liu Suyun
3849,2023,166-789-584-111-290,Hu Qingsong
3850,2023,166-789-584-111-290,Liu Yao
3851,2023,166-789-584-111-290,Wang Jiabei
3852,2023,166-789-584-111-290,Liu Lianxin
3853,2019,045-162-419-448-918,Miura Takahito
3854,2019,045-162-419-448-918,Kangawa Kenji
3855,2019,045-162-419-448-918,Tanaka Yasutake
3856,2019,045-162-419-448-918,Taniguchi Keisuke
3857,2019,045-162-419-448-918,Shishido Yoshiyuki
3858,2019,045-162-419-448-918,Kumazoe Motofumi
3859,2019,045-162-419-448-918,Asahara Takashi
3860,2019,045-162-419-448-918,Nojiri Takashi
3861,2019,036-427-915-331-772,Xue Tongtong
3862,2019,036-427-915-331-772,Huang Haiyu
3863,2019,036-427-915-331-772,Liu Liping
3864,2019,036-427-915-331-772,Liu Qigang
3865,2019,036-427-915-331-772,Xiao Liang
3866,2019,036-427-915-331-772,Wang Jingyi
3867,2019,036-427-915-331-772,Guo Dalton
3868,2019,036-427-915-331-772,Deng Liping
3869,2017,029-934-845-168-721,Chie Nakajima
3870,2017,029-934-845-168-721,Kazuhiko Ohashi
3871,2017,029-934-845-168-721,Asami Nishimori
3872,2017,029-934-845-168-721,Maekawa Naoya
3873,2017,029-934-845-168-721,Suzuki Yasuhiko
3874,2017,029-934-845-168-721,Okagawa Tomohiro
3875,2017,029-934-845-168-721,Murata Shiro
3876,2017,029-934-845-168-721,Konnai Satoru
3877,2014,179-087-888-031-447,Morton Donald
3878,2014,179-087-888-031-447,Leung Anna M
3879,2014,179-087-888-031-447,Lee Delphine J
3880,2018,140-002-014-413-152,Wang Haiyan
3881,2018,140-002-014-413-152,Wang Dong
3882,2018,140-002-014-413-152,Li Shasha
3883,2019,149-202-803-810-752,Augustine-Rauch Karen A
3884,2019,149-202-803-810-752,Liang Liu
3885,2019,149-202-803-810-752,Spires Jr Thomas E
3886,2019,149-202-803-810-752,Lafont Virginie
3887,2019,149-202-803-810-752,Quigley Matthew
3888,2019,149-202-803-810-752,Rakestraw Ginger C
3889,2021,036-278-601-829-854,De Picciotto Seymour
3890,2021,036-278-601-829-854,Tse Sze-Wah
3891,2021,036-278-601-829-854,Huang Eric Yi-Chun
3892,2022,120-828-080-011-763,Covello Jennifer
3893,2022,120-828-080-011-763,Annala Alexandra Jacqueline
3894,2022,120-828-080-011-763,Aboody Karen
3895,2022,120-828-080-011-763,Mooney Rachael
3896,2012,022-093-862-932-033,Guo Zhimin
3897,2012,022-093-862-932-033,Schlom Jeffrey
3898,2012,022-093-862-932-033,Apelian David
3899,2012,022-093-862-932-033,Palena Claudia
3900,2023,001-764-657-613-028,Fischer Bruce
3901,2023,001-764-657-613-028,Arora Vivek
3902,2015,008-268-045-621-66X,Qiu Junzhuan
3903,2015,008-268-045-621-66X,Zha Jiping
3904,2015,008-268-045-621-66X,Sun Ziyong
3905,2018,051-233-628-560-845,Li Xingguo
3906,2017,168-215-188-805-805,Kwok-Kin Wong
3907,2019,198-320-966-868-523,Teige Ingrid
3908,2019,198-320-966-868-523,Semmrich Monika
3909,2019,198-320-966-868-523,Frendeus Bjorn
3910,2019,198-320-966-868-523,Marchand Jean-Baptiste
3911,2019,198-320-966-868-523,Silvestre Nathalie
3912,2019,198-320-966-868-523,Martensson Linda
3913,2019,198-320-966-868-523,Holmkvist Petra
3914,2018,034-886-257-107-858,Parrott Tracy
3915,2018,034-886-257-107-858,Eckard Weber
3916,2018,034-886-257-107-858,Estok Thomas M
3917,2022,078-163-774-063-395,Xiang Daofeng
3918,2022,078-163-774-063-395,Tan Yingxuan
3919,2022,078-163-774-063-395,Tan Xiangshi
3920,2018,008-050-164-800-335,Cui Xiangju
3921,2018,008-050-164-800-335,Li Xingguo
3922,2017,048-566-630-215-204,Eckard Weber
3923,2017,048-566-630-215-204,Tracy Lee Lawhon
3924,2017,048-566-630-215-204,Estok Thomas M
3925,2018,158-872-513-415-796,Li Xingguo
3926,2017,125-609-270-506-259,Gillies Stephen Douglas
3927,2017,125-609-270-506-259,Kosmac Miha
3928,2017,125-609-270-506-259,Van Krinks Cassandra
3929,2017,125-609-270-506-259,Arkinstall Stephen John
3930,2017,125-609-270-506-259,Campbell Jamie
3931,2017,125-609-270-506-259,Kirby Ian
3932,2017,125-609-270-506-259,Deantonio Cecilia
3933,2017,125-609-270-506-259,Germaschewski Volker
3934,2017,125-609-270-506-259,Gallagher Thomas
3935,2017,125-609-270-506-259,Sandy Nikole
3936,2022,092-371-942-477-524,Dennis Phillip
3937,2022,092-371-942-477-524,Soufflet Christine
3938,2022,092-371-942-477-524,Chadjaa Mustapha
3939,2022,092-371-942-477-524,Le Bail Nathalie
3940,2022,092-371-942-477-524,Bensfia Samira
3941,2020,092-111-087-636-473,Nandi Pradyot
3942,2020,092-111-087-636-473,Gudmundsson Olafur S
3943,2020,092-111-087-636-473,Strop Pavel
3944,2020,092-111-087-636-473,Rajpal Arvind
3945,2020,092-111-087-636-473,Lee Peter Sung Keun
3946,2016,061-480-369-027-35X,Kawabe Takumi
3947,2018,120-893-928-616-374,Alt Jesse
3948,2018,120-893-928-616-374,Rais Rana
3949,2018,120-893-928-616-374,Tenora Lukas
3950,2018,120-893-928-616-374,Novotna Katerina
3951,2018,120-893-928-616-374,Slusher Barbara
3952,2018,120-893-928-616-374,Majer Pavel
3953,2017,095-719-394-708-902,Harding Fiona A
3954,2017,095-719-394-708-902,Afar Daniel E H
3955,2017,095-719-394-708-902,Samayoa Josue
3956,2021,145-023-154-506-208,Glas Annuska Maria
3957,2021,020-853-850-033-969,Bai Xue
3958,2021,020-853-850-033-969,Lin Yan
3959,2021,020-853-850-033-969,Wu Dehua
3960,2021,020-853-850-033-969,Ma Sicong
3961,2021,020-853-850-033-969,Dong Zhongyi
3962,2015,142-716-807-071-25X,Paul Robbins
3963,2015,142-716-807-071-25X,Dar Mohammed M
3964,2015,142-716-807-071-25X,Joyson Karakunnel
3965,2015,142-716-807-071-25X,Narwal Rajesh
3966,2017,131-321-161-397-967,Jiang Weidong
3967,2017,131-321-161-397-967,Lin Pei-Hua
3968,2017,131-321-161-397-967,Tseng Chi-Ling
3969,2023,126-110-971-007-659,Jia Ke
3970,2023,126-110-971-007-659,Long Qian
3971,2023,126-110-971-007-659,Deng Wuguo
3972,2020,161-731-577-801-345,Chang Hye Yeon
3973,2020,161-731-577-801-345,Lee Soon Tae
3974,2020,136-945-244-602-548,Zhang Wanheng
3975,2020,136-945-244-602-548,Wang Tianyu
3976,2020,136-945-244-602-548,Wang Minmin
3977,2020,136-945-244-602-548,Xiao Yibei
3978,2020,136-945-244-602-548,Zheng Shuai
3979,2020,136-945-244-602-548,Qiu Yatao
3980,2020,136-945-244-602-548,Hao Haiping
3981,2020,136-945-244-602-548,Jiang Sheng
3982,2020,136-945-244-602-548,Cai Shi
3983,2020,136-945-244-602-548,Zhang Kuojun
3984,2022,079-927-936-685-087,Bailey Christopher
3985,2022,079-927-936-685-087,Liu Yang
3986,2022,079-927-936-685-087,Wang Yin
3987,2022,079-927-936-685-087,Devenport Martin
3988,2022,079-927-936-685-087,Zheng Pan
3989,2022,079-927-936-685-087,Liu Yan
3990,2017,145-173-746-748-917,Axelson Michael
3991,2020,091-612-450-328-010,Kuboki Yasutoshi
3992,2020,091-612-450-328-010,Yoshino Takayuki
3993,2020,091-612-450-328-010,Kawazoe Akihito
3994,2019,053-189-138-663-064,Bagaev Alexander
3995,2019,053-189-138-663-064,Kotlov Nikita
3996,2019,053-189-138-663-064,Artomov Maksym
3997,2019,053-189-138-663-064,Frenkel Feliks
3998,2019,053-189-138-663-064,Ataullakhanov Ravshan
3999,2020,172-088-711-704-167,Hunter John
4000,2020,172-088-711-704-167,Adewoye Adeboye Henry
4001,2020,172-088-711-704-167,Lamon Brian D
4002,2020,172-088-711-704-167,Cohen Dayag Anat
4003,2020,172-088-711-704-167,Basciano Paul A
4004,2023,096-054-010-299-963,Lerner Alana
4005,2023,096-054-010-299-963,Polepally Akshanth
4006,2023,096-054-010-299-963,Moesta Achim
4007,2023,096-054-010-299-963,Moon Peter
4008,2023,096-054-010-299-963,Beers Courtney
4009,2023,096-054-010-299-963,Engelhardt Benjamin
4010,2023,096-054-010-299-963,Joyson Karakunnel
4011,2023,096-054-010-299-963,Afar Daniel
4012,2022,008-274-484-059-657,Kamimura Masaki
4013,2022,008-274-484-059-657,Hiroaki Susumu
4014,2022,008-274-484-059-657,Hiroki Kawauchi
4015,2022,008-274-484-059-657,Kanako Tatsumi
4016,2022,008-274-484-059-657,Hitoshi Katada
4017,2022,008-274-484-059-657,Hori Yuji
4018,2022,008-274-484-059-657,Igawa Tomoyuki
4019,2022,008-274-484-059-657,Matsuda Yutaka
4020,2022,008-274-484-059-657,Hayashi Hiroki
4021,2022,008-274-484-059-657,Shimizu Shun
4022,2022,008-274-484-059-657,Komori Yasunori
4023,2020,198-660-565-233-94X,Heim Roger
4024,2020,198-660-565-233-94X,Garcia-Guzman Miguel
4025,2020,198-660-565-233-94X,Fong Jerry
4026,2018,140-930-384-441-654,Bockamp Ernst-Otto
4027,2018,140-930-384-441-654,Schuppan Detlef
4028,2018,140-930-384-441-654,Rosigkeit Sebastian
4029,2020,148-383-986-736-178,Pastan Ira H
4030,2020,148-383-986-736-178,Bigner Darell
4031,2020,148-383-986-736-178,Chandramohan Vidyalakshmi
4032,2016,039-846-856-881-621,Kawabe Takumi
4033,2022,129-929-632-242-27X,Zhang Shunlang
4034,2022,129-929-632-242-27X,Lin Jieliang
4035,2022,129-929-632-242-27X,Yang Zhiya
4036,2022,129-929-632-242-27X,Sun Jingxin
4037,2022,129-929-632-242-27X,Tang Xiaoyan
4038,2022,129-929-632-242-27X,Gao Junshuang
4039,2018,027-448-017-346-610,Reddell Paul Warren
4040,2018,027-448-017-346-610,Cullen Jason Kingsley
4041,2018,027-448-017-346-610,Boyle Glen Mathew
4042,2018,027-448-017-346-610,Parsons Peter Gordon
4043,2018,027-448-017-346-610,Gordon Victoria Anne
4044,2022,162-607-173-939-020,Matsuo Norikazu
4045,2022,162-607-173-939-020,Kikuchi Shinya
4046,2022,162-607-173-939-020,Hoshino Tomoaki
4047,2022,162-607-173-939-020,Azuma Koichi
4048,2022,162-607-173-939-020,Nishimoto Rumi
4049,2022,162-607-173-939-020,Karakawa Sachise
4050,2022,162-607-173-939-020,Tagami Tomoyuki
4051,2022,162-607-173-939-020,Ishii Hidenobu
4052,2022,162-607-173-939-020,Imaizumi Akira
4053,2022,162-607-173-939-020,Tokito Takaaki
4054,2021,074-098-864-821-184,Zhang Hushan
4055,2023,070-184-379-215-629,Yang Dian
4056,2023,070-184-379-215-629,Weiskopf Kipp
4057,2023,070-184-379-215-629,Weissman Jonathan
4058,2021,153-812-298-123-304,Kim Sung Eun
4059,2021,153-812-298-123-304,Oh Ri Ra
4060,2021,153-812-298-123-304,Kim Hye Yoon
4061,2021,153-812-298-123-304,Park Myeong Soo
4062,2021,153-812-298-123-304,Ji Geun Eog
4063,2021,153-812-298-123-304,Heo Ji Won
4064,2023,158-356-748-915-532,Liu Sanhong
4065,2023,158-356-748-915-532,Zhang Biao
4066,2020,171-552-461-388-543,Liu Jianping
4067,2020,171-552-461-388-543,Su Zheng
4068,2020,171-552-461-388-543,Zhang Ketao
4069,2020,188-624-354-594-584,Zhang Shile
4070,2020,188-624-354-594-584,Zhang Bochao
4071,2017,107-172-570-339-876,Andrieu-Abadie Nathalie
